"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Nigeria","NGA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","100","110","110","110","110","100","100","120","170","180","200","220","340","400","510","560","560","640","760","970","1260","1450","1130","970","790","710","680","550","560","510","510","360","310","310","390","440","440","460","470","530","630","710","870","1030","1350","1610","1970","2050","2150","2180","2440","2690","2940","2820","2430","2090","1960","2030","2000","",
"Nicaragua","NIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","140","150","160","200","230","290","290","310","310","320","330","380","510","570","600","680","650","500","600","660","680","680","700","690","750","860","680","360","310","220","240","290","450","610","880","880","880","930","960","970","960","1000","1080","1160","1200","1290","1390","1380","1460","1570","1670","1740","1830","1890","1960","2030","1970","1900","1850","",
"Netherlands","NLD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1220","1310","1460","1700","1840","2000","2230","2550","2890","3290","3850","5070","6370","7630","8350","9100","10460","12760","14830","14000","12350","11070","10730","10330","11690","14720","18570","19540","20320","21280","23520","24040","25370","27690","29750","29800","28260","28670","28840","27420","27090","31030","37390","42110","45950","49150","52770","53840","54070","54590","52980","52980","52000","49850","46930","47160","51320","53230","51070","",
"Norway","NOR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1610","1710","1860","2050","2240","2470","2630","2850","3120","3570","4230","5320","6750","8380","9150","9960","11110","13110","15650","16410","15750","14930","15140","15710","17550","20830","23970","25080","26500","27820","30780","30210","30850","32690","35790","37910","36100","35540","36540","38220","39890","44750","54140","63830","70020","78470","87470","87830","88490","90330","99110","104190","104370","92910","81370","75650","80320","81640","78290","",
"Nepal","NPL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","50","50","50","50","70","80","70","70","70","70","80","80","100","110","120","120","120","130","140","160","150","140","160","160","170","180","200","210","210","210","200","190","200","200","210","220","210","220","230","240","240","260","280","310","340","370","430","480","540","630","770","860","880","890","880","990","1120","1230","1190","",
"Nauru","NRU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8870","13000","14920","13690","12720","12340","14290","16620","15990","",
"New Zealand","NZL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","6530","7670","8240","7860","7370","7010","6950","7860","10010","12550","13570","13640","12160","12050","12360","13400","15280","16730","17160","15790","15040","14080","13810","14170","16960","21500","25440","26400","28150","28630","29690","29680","32230","36700","39930","41680","40650","39440","38910","41680","42870","","",
"OECD members","OED","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1446.15899855309","1531.64363675441","1646.13386849818","1781.70668715384","1938.45333625057","2057.74934053361","2251.1244731928","2444.47194411716","2587.45489886801","2811.68229437519","3212.34857845609","3918.00774784826","4566.11882684858","5099.7518170812","5377.05054346679","5751.9063704679","6563.48224376017","7864.51701089886","9071.25904352348","9433.9856142789","8957.8330471792","8554.10799637456","8843.94363132213","9254.56769908499","10402.3083590112","12464.7628512643","15141.0424943101","15930.6465300049","16665.2149779891","17317.2686863248","18794.9315955635","19270.0462464905","20292.0470569593","21608.8778953858","22639.8436786677","22713.2959869517","21889.0060150214","22163.802140645","23136.6082423129","23107.6110631026","22973.1025632944","24709.1841596053","28162.114539022","30988.1356507235","32502.328414282","33759.8084756936","35176.3064951603","34530.6439136273","35470.4508169462","36603.6510874551","37734.2207316345","38372.9475471059","38467.9560752253","37342.2610075955","36464.3232355113","36639.7739392","39049.6783206743","40277.1899203044","38595.6748640005","",
"Oman","OMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","160","230","280","320","330","360","310","700","1510","2770","2720","2650","3070","3960","5480","6210","6160","6320","6560","5930","5390","5210","5660","5710","6040","6510","6280","6160","6270","6470","6810","6530","6370","7070","7830","8000","8290","9410","10690","12660","14560","17430","17740","16080","18620","22270","23340","21920","20160","18190","16130","16370","16430","15030","",
"Other small states","OSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4213.37622691515","4713.56274976989","5714.58421186194","6865.72392218037","8308.33980574325","9776.25317569529","11188.3596440545","11032.8213714528","11524.0203902704","12475.1664428393","13799.0128186367","14880.0833701908","15113.7365029573","14099.3335344513","12991.3213492807","12281.6529849055","13033.73154399","13614.9199105478","12307.7420848564","",
"Pakistan","PAK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","100","100","110","120","130","150","160","170","180","170","150","150","160","180","200","240","270","320","350","360","350","350","340","360","370","400","400","400","400","430","440","440","470","480","470","450","440","480","510","530","570","660","740","800","860","920","950","970","1030","1120","1210","1230","1260","1310","1400","1480","1410","1270","",
"Panama","PAN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","490","530","550","590","630","670","710","770","810","890","960","1090","1220","1370","1350","1550","1790","2020","2260","2470","2630","2540","2570","2840","2910","3260","2750","2560","2640","2730","3010","3240","3410","3410","3570","3610","3680","3750","3880","3830","3940","4040","4460","4790","5100","5770","6540","6900","7260","8550","9540","10630","11190","12200","12780","13750","14490","14920","12420","",
"Peru","PER","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","290","300","340","380","450","490","470","480","500","560","630","740","930","1080","1070","1020","870","910","1020","1170","1130","920","890","840","840","950","790","790","840","1220","1420","1550","1760","1950","2150","2280","2150","2030","1970","1900","1960","2080","2280","2540","2810","3210","3790","3970","4410","4970","5790","6420","6530","6340","6110","6060","6470","6790","6030","",
"Philippines","PHL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","250","220","190","210","220","230","250","270","250","250","250","300","360","430","480","510","570","670","790","850","840","770","660","590","620","690","750","800","830","830","880","930","1050","1160","1320","1390","1310","1250","1180","1170","1130","1170","1290","1380","1490","1720","2010","2170","2370","2520","2860","3160","3330","3380","3450","3530","3710","3850","3430","",
"Palau","PLW","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9200","8810","9420","10350","10830","11780","11800","11090","11400","12270","12760","12870","14150","15860","16720","16540","17380","16710","14390","",
"Papua New Guinea","PNG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","120","120","140","150","160","180","200","220","240","270","350","440","490","470","470","570","640","710","720","650","610","600","610","640","690","790","800","740","790","840","980","1030","950","930","850","720","630","570","510","480","470","540","650","790","1070","1400","1510","1740","1820","2270","2500","2990","2860","2710","2590","2600","2720","2720","",
"Poland","POL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2080","2480","2760","3250","3840","4240","4360","4440","4670","4710","4900","5500","6250","7340","8460","9940","11980","12500","12740","12890","13160","13390","13560","13310","12720","12730","14150","15360","15260","",
"Pre-demographic dividend","PRE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","645.371854549464","690.866586002234","732.641461615314","719.731425767235","624.795055611995","594.916014793217","589.122690886348","630.536509052286","651.314826148502","615.556970501176","749.053044110061","401.350139044186","374.695278307681","323.168947242962","288.857293103611","300.311653937322","327.854605736644","370.802009681724","379.59250176397","398.568037380351","415.343846729283","436.093415180598","457.64974095524","475.209754431148","585.950940682248","677.768628632106","819.462754491715","972.039306575709","1185.77788388031","1260.80075626793","1321.97774909232","1368.25022698795","1527.57303192739","1660.15950334049","1736.09482890782","1653.73420237441","1498.3120542508","1362.94557341369","1373.77242181047","1435.1702201135","1336.10285101836","",
"Puerto Rico","PRI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","820","900","960","1060","1160","1240","1370","1560","1750","1910","2100","2380","2590","2660","2650","2740","2980","3390","3720","3890","3770","3670","3970","4280","4750","5350","5860","6050","5950","6300","6760","7100","7370","7820","8130","8510","8690","9590","10550","10950","11250","12170","14260","14750","15030","15860","16360","16580","16920","17670","18680","19170","19280","19420","19710","20000","21080","22060","21160","",
"Korea, Dem. People's Rep.","PRK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","410","430","470","520","570","640","730","790","950","1070","1270","1700","2070","2210","2330","2430","2530","2870","3350","3420","3230","2830","2520","2530","3080","4160","5630","6320","7130","8180","9860","10100","10450","11210","12100","12370","12190","12260","12180","11850","11780","13290","16190","18600","19410","20860","22640","22990","23030","22770","21170","21380","21200","20460","19940","20060","22060","23200","21810","",
"Paraguay","PRY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1680","1840","1840","1730","1600","1440","1410","1330","1230","1350","1520","1840","2320","3080","3450","4070","4480","4750","5510","5810","5640","5400","5370","5600","5510","5180","",
"West Bank and Gaza","PSE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1470","1630","1780","1800","1550","1370","1190","1370","1640","1780","1710","1790","2040","2250","2510","2880","3210","3470","3560","3670","3900","3930","4190","4270","3710","",
"Pacific island small states","PSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1463.48025369057","1314.86260225453","1353.50713620857","1292.54122193995","1408.54840702465","1399.20485271477","1436.57271679876","1449.42202115681","1477.57732309515","1482.22594735104","1644.09981802814","1718.89129778706","1851.7026892134","2046.74204760436","2180.88578200432","2135.49693551682","1983.87295646304","1987.71318761172","1892.02039053227","1827.90543396054","1791.21683042698","1921.91689352188","2255.52168888438","2577.38968926346","2652.74521828884","2809.40967979551","2978.29882968572","2945.34164400185","2943.98441993558","3104.64863473052","3350.43635861252","3729.95053971386","3874.21622577985","3904.12802017792","3941.3235440884","4000.03942670547","4289.38244595067","4353.67548738667","3914.99375000402","",
"Post-demographic dividend","PST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1514.64088387759","1606.14947798104","1728.08171038207","1874.28515792457","2043.0454861735","2173.63689674405","2381.74445641426","2593.60168513111","2751.32011613652","2997.86477082183","3436.77686868312","4204.28863971009","4900.42904653048","5480.86858257273","5790.09082125594","6218.40784091956","7117.90316334595","8542.0217293003","9850.89401809821","10221.4438438354","9754.1407242092","9383.85367374007","9762.71045183352","10247.8653629167","11591.3709496161","13961.1779154793","17042.0136417466","17951.4713830719","18760.77422074","19483.1531292944","21140.3622873922","21632.0243865973","22795.8878683324","24394.2430181298","25624.2510883892","25735.775509638","24750.5069558268","25073.3211242509","26141.1325806051","26157.1743909701","26011.056816572","28054.7252813015","32033.6971709654","35257.4177577472","36941.3680323924","38314.7774928914","39881.0219657707","39245.9308983814","40373.9363592286","41713.3891437076","42981.7698113223","43722.8831477896","43848.7858987103","42627.6040991829","41824.7047302069","42234.718460354","45192.3443152153","46754.0189672995","44967.235834214","",
"French Polynesia","PYF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","2090","2520","2430","2400","2640","2660","3320","4580","5100","5590","5890","6760","7980","9140","9600","9130","8190","8030","8340","10250","13000","15360","14940","15270","16030","17260","17400","17470","17920","17780","17250","16660","16170","15770","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28400","30680","36160","38260","50810","58030","65580","61250","63620","66950","72880","79390","80890","73440","64550","56920","58830","61210","55990","",
"Romania","ROU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1250","1190","1270","1490","1640","1590","1580","1610","1710","1760","1950","2250","2960","3880","4900","6390","8800","9220","8640","8650","8760","9320","9700","9600","9620","10110","11430","12620","12600","",
"Russian Federation","RUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3440","3090","2920","2650","2640","2600","2650","2130","1750","1710","1780","2100","2590","3410","4450","5810","7560","9580","9230","9980","11060","13490","15190","14630","11780","9730","9210","10250","11250","10690","",
"Rwanda","RWA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","40","40","40","40","40","50","50","50","60","60","60","70","80","100","130","160","180","230","270","280","270","260","250","260","290","320","350","350","350","320","340","310","150","210","220","260","260","280","280","270","260","250","270","320","360","410","490","550","600","650","700","720","740","750","740","730","780","830","780","",
"South Asia","SAS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","86.6700733259578","93.9433825846187","104.557320127693","109.336417336177","105.386701162557","106.577955095669","103.989374123628","111.350848728216","117.976802704261","121.910235966454","125.776016758564","141.990443909997","164.531342742006","187.663249454069","181.740834444553","184.702314588174","203.532551799868","222.243562182332","267.037063503906","293.210574942809","287.268907670346","281.227114492436","279.332843139941","288.94520835769","308.495276425404","343.547891133722","381.490565732711","378.899463369982","375.433221617181","347.969569999588","349.699297748942","335.413292107081","349.287097686362","374.679900439589","406.156498005592","414.144147706116","415.453423666831","435.830232587089","445.118133308499","454.66417875294","461.423611885047","513.934640240062","599.663520173339","688.323795779158","762.135263865662","871.011929412646","949.191618084276","1053.0155009219","1147.1261430674","1277.12953726096","1390.20974946633","1437.08942963523","1480.67258521287","1525.61781104278","1603.34842695153","1733.68592577345","1904.44948252117","1996.16036723513","1834.91346251636","",
"Saudi Arabia","SAU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","930","1000","1150","1600","3160","4500","8020","8770","8890","11170","14270","16530","13970","11320","10130","9010","9140","7700","7630","7080","7390","8310","8500","8050","7720","7810","8030","8230","8010","7650","8150","8520","8370","9480","11040","12650","14160","15800","18460","17900","18750","20880","24040","25440","25550","23710","21610","19990","21610","22840","21930","",
"Sudan","SDN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","140","140","140","140","140","140","150","160","170","180","190","220","290","380","440","480","460","490","480","500","470","430","380","390","540","790","780","720","530","450","340","310","320","400","400","380","340","330","340","370","430","520","620","760","930","1170","1370","1340","1260","1280","1140","1080","1150","1220","1180","1050","840","690","530","",
"Senegal","SEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","340","310","320","320","350","370","450","560","600","590","580","720","840","840","770","600","560","560","640","830","950","940","920","930","980","930","770","740","700","710","690","690","670","650","620","730","870","990","1030","1100","1240","1330","1330","1300","1320","1340","1370","1320","1270","1280","1390","1430","1430","",
"Singapore","SGP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","490","530","510","540","590","660","750","850","970","1090","1280","1600","2090","2660","2930","3020","3370","3990","4730","5380","5680","6170","6930","7100","7330","8080","9320","10320","11450","12970","15270","17710","20780","23630","25620","27730","24010","23360","23680","22130","22000","23440","26150","28820","32550","36010","37230","37320","44930","48290","51740","54480","56380","53160","53060","54460","56900","58390","54920","",
"Solomon Islands","SLB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","760","710","670","610","580","590","600","590","630","660","800","860","1000","1200","1320","1310","1230","1160","980","920","830","860","900","980","1040","1120","1230","1310","1470","1620","1820","2160","2190","2130","2140","2220","2360","2370","2300","",
"Sierra Leone","SLE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","150","160","150","140","140","150","160","160","170","190","220","250","220","210","240","310","370","360","350","300","290","240","170","180","170","210","190","170","130","160","160","180","210","200","170","150","140","150","200","270","280","290","300","360","420","440","420","430","530","660","700","550","490","520","490","530","510","",
"El Salvador","SLV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","300","300","300","310","320","350","380","440","480","530","610","710","780","740","740","690","670","690","720","760","820","860","860","900","930","1060","1170","1290","1480","1590","1690","1750","1810","1900","1950","2000","2130","2270","2420","2570","2680","2870","2820","2880","3060","3210","3350","3400","3440","3510","3600","3820","3980","3630","",
"San Marino","SMR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","70","70","70","70","80","90","90","90","100","100","120","140","130","190","180","160","130","110","100","110","110","100","110","120","130","150","150","150","130","","","","","","","","","","","","","","","","","","","","","","","","","400","400","380","400","420","420","",
"Serbia","SRB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2990","2990","2610","1610","1540","1520","2390","3250","3830","4200","4830","6030","6450","6220","6190","6080","6460","6240","5960","5700","5570","6410","7040","7430","",
"Sub-Saharan Africa (excluding high income)","SSA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","120.570862051262","127.487611461681","133.53175445493","141.238503377464","146.629624291063","150.417238290655","156.995943771214","170.148038993993","191.466520938455","204.058319435508","217.637639774198","251.978875391352","329.691804947899","385.034950292751","412.86742647417","424.68231429336","446.791375489268","522.852872546758","623.955386323709","718.006691128106","753.990191204347","742.199667339756","652.099245111058","588.368589830807","565.380398641153","604.169826207703","655.480433041728","641.217740621939","626.625616650093","623.574969444568","620.182208289045","594.280798540352","575.811210405144","601.119801023451","617.938267390358","634.257719749734","599.306249252554","587.600181075955","580.480340865895","574.109940644689","583.130653638334","638.269770989824","776.553442763466","951.878638859576","1104.3104932903","1238.25319269705","1389.80643632836","1428.13566439551","1491.94677342639","1579.25771739703","1710.07119008982","1790.9043052031","1831.0032664904","1750.15668088577","1598.03349627734","1508.94522116984","1540.72118451817","1588.37225100996","1505.57449313825","",
"South Sudan","SSD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810","850","1160","1250","1090","","","","","","",
"Sub-Saharan Africa","SSF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","120.595105251661","127.514732168758","133.560399070267","141.264033361789","146.661799272024","150.445266576146","157.021613355674","170.166146880819","191.481405046258","204.081768941736","217.672072334617","252.031681297873","329.750913273539","385.096319959006","412.928284670672","424.730700845741","446.890089718615","523.039313099182","624.175573242899","718.229699235522","754.194106463156","742.38049660156","652.303255945468","588.626291402211","565.67423394215","604.53246324021","655.938923218872","641.752691676225","627.221154977374","624.186132341226","620.889376888266","595.040317866897","576.593399378194","601.879571199121","618.722422340688","635.104154192083","600.149961336983","588.436594909878","581.30269605879","574.915322743115","583.882500380847","639.061777004562","777.506911509635","952.996034394988","1105.56127770903","1239.42939508644","1390.84291671499","1429.04445909019","1492.84818509739","1580.13714691095","1711.01654772194","1791.94458299097","1832.08873401112","1751.30801667018","1599.16663585248","1510.1144247471","1541.99624205972","1589.62487635776","1506.50139369642","",
"Small states","SST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4271.28980622812","4738.31364584263","5615.29426642439","6585.32706153032","7793.69164973259","9025.35225985406","10263.0280087581","10083.9218141845","10478.7704039255","11173.6206242939","12316.2742917686","13233.5301268186","13430.2806390212","12680.1699139937","11768.4802250907","11235.0060637066","11885.226270453","12406.3863354113","11188.1375868657","",
"Sao Tome and Principe","STP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","700","820","940","960","1020","1060","1130","1180","1230","1430","1630","1650","1690","1700","1870","1950","2060","",
"Suriname","SUR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","270","230","250","370","450","510","520","530","570","610","690","770","980","1320","1420","1640","1930","2170","2290","2640","2510","2320","2340","2380","2460","2520","2980","2230","1420","1140","1040","970","1100","1320","1630","1840","2050","1950","1970","1670","1930","2200","2820","3320","4040","5050","6330","6960","7620","7920","8550","8950","9260","8890","6940","5940","5970","6190","4620","",
"Slovak Republic","SVK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4220","5020","5420","5430","5380","5540","5730","6040","6980","9060","11370","12950","14940","17290","17150","17550","17510","17760","18200","18280","17700","16790","16620","18340","19250","18920","",
"Slovenia","SVN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11240","11000","11320","11270","10950","10920","12630","15610","18310","19820","21800","24660","24450","24620","24630","23260","23240","23620","22270","21790","22140","24640","25980","25340","",
"Sweden","SWE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","2310","2490","2740","2960","3190","3460","3770","4100","4690","4990","5670","7050","8580","10160","10720","11290","12460","14790","17300","17530","15760","13550","13020","13080","15330","19360","24190","26090","27760","29110","31340","28200","27690","28070","30400","31390","31110","31300","31610","29720","29090","32750","39790","45770","49150","52310","55720","52640","54630","56700","59090","61800","61870","58420","54360","53030","55640","56410","54050","",
"Eswatini","SWZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","300","370","470","","","","","","","","","","","","","","","","1290","1350","1570","1580","1570","1820","1930","1960","1740","1730","1670","1700","1570","1700","2160","3080","3300","3480","3360","3320","3460","3860","4310","4420","4130","3800","3450","3390","3620","3690","3410","",
"Sint Maarten (Dutch part)","SXM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27540","28670","29560","30890","28210","27510","","","",
"Seychelles","SYC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","290","310","330","320","360","350","350","330","350","410","480","630","770","870","910","870","1170","1760","2110","2300","2290","2190","2220","2490","2740","3200","3970","4540","5030","5200","6000","6390","6530","6460","6740","7330","7320","7290","7290","7310","6850","7490","9280","11140","12580","12280","11180","10230","10220","10570","11540","12700","13350","14020","13840","14320","15750","15790","12200","",
"Syrian Arab Republic","SYR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4070","4380","4680","5150","5830","6400","7140","7990","8970","9940","10800","5680","2860","1350","1130","950","830","800","920","1170","","",
"Turks and Caicos Islands","TCA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23280","25530","27300","26200","28340","30250","","",
"Chad","TCD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","110","110","120","120","130","130","140","140","140","150","160","190","230","220","230","240","220","240","230","210","190","180","210","210","210","270","270","270","290","330","240","220","210","200","210","220","200","180","190","200","210","340","470","530","630","700","830","910","890","960","970","980","880","730","640","680","700","630","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","73.4489100196627","79.7042339262875","88.2260771695845","99.7020883971313","107.675122579966","101.623030265625","98.5857539380517","110.499813951741","123.596807072728","126.982636028004","134.014919789999","161.725552707385","189.411202729436","220.496738107474","216.041069387706","229.6284709489","243.626063104147","269.081298705135","297.625452090675","314.970789526606","314.59441475451","310.282406828118","328.21420597709","350.615561463675","372.299632822735","388.981831040229","408.962577208972","411.020623528763","426.756798736545","457.217566010987","507.622803478722","551.409504201929","619.18246566657","712.470771526931","829.346969318964","898.662617377166","842.032107555859","864.654998262127","920.413918361846","992.326433982738","1074.01488395977","1220.56860895288","1435.4387001729","1652.83348482081","1913.12196720813","2295.76920526234","2796.77664104131","3248.74432607067","3793.28278204434","4380.8694585197","5116.15251553357","5750.07055303848","6252.12164673197","6504.08528102111","6711.6758769948","7052.82223870716","7735.79243465389","8325.43332068409","8416.25139682361","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2312.08096621898","2185.35745381672","2147.70835406703","1977.68032364552","2059.44364464103","2127.60881771678","2230.72331938452","2101.69766735078","1986.57759925127","2080.84580007687","2011.4849874774","2174.89712536107","2544.07624824543","3258.16564818448","4126.57251381754","5047.43534257743","6209.39648628086","7572.18081490273","7533.98315996611","7997.84561149416","8581.29671004425","9687.12083777926","10571.0137113747","10490.9164161718","9277.98029761938","8205.61011003399","7935.44831367053","8445.36213488719","8901.15808275055","8575.50080874747","",
"Togo","TGO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","90","100","110","120","120","130","140","130","130","140","170","220","260","270","290","330","350","420","390","320","250","230","230","250","310","390","400","400","400","420","330","310","300","310","350","330","310","310","290","300","350","390","400","410","420","470","530","560","610","590","620","640","640","670","720","880","920","920","",
"Thailand","THA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","120","130","140","160","170","180","190","210","210","220","260","330","380","420","450","530","610","710","760","760","760","790","790","830","950","1160","1320","1490","1660","1880","2130","2400","2740","2950","2680","2080","1980","1980","1960","1990","2180","2530","2790","3100","3530","3970","4140","4580","4950","5520","5720","5760","5710","5700","5970","6610","7260","7040","",
"Tajikistan","TJK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","280","240","220","210","170","170","180","180","170","160","170","210","270","380","470","580","750","800","920","1020","1150","1330","1350","1260","1110","1030","1030","1070","1060","",
"Turkmenistan","TKM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","680","610","610","550","560","620","600","650","750","990","1310","1590","1890","2320","3040","3550","4070","4730","5560","6510","7200","7030","6830","6380","6740","7220","","",
